Id,MSSubClass,MSZoning,Street,LotShape,BldgType,OverallQual,YearBuilt,YearRemodAdd,MasVnrType,HeatingQC,CentralAir,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
909,20,RL,Pave,IR1,1Fam,5,1983,1983,None,TA,Y,902,1,0,2,1,TA,5,0,2,0,6,2006,WD,Normal,131000
910,60,RL,Pave,IR2,1Fam,6,2005,2005,None,Ex,Y,1484,2,1,3,1,Gd,8,1,2,0,6,2009,WD,Normal,174000
911,90,RL,Pave,Reg,Duplex,5,1960,1960,BrkFace,TA,Y,2274,2,0,5,2,TA,12,0,2,0,1,2010,WD,Normal,154300
912,20,RL,Pave,IR1,1Fam,5,1977,1989,None,TA,Y,1268,1,1,3,1,Gd,5,0,1,0,10,2009,WD,Normal,143500
913,30,RM,Pave,Reg,1Fam,5,1925,1950,None,TA,N,1015,1,0,3,1,TA,6,0,1,620,7,2006,WD,Abnorml,88000
914,90,RH,Pave,Reg,Duplex,5,1949,1950,None,TA,N,2002,2,0,4,2,TA,8,0,3,0,8,2007,WD,Normal,145000
915,160,FV,Pave,Reg,TwnhsE,6,2009,2009,Stone,Ex,Y,1224,2,1,2,1,Gd,4,0,2,0,6,2009,New,Partial,173733
916,160,RM,Pave,Reg,Twnhs,4,1970,1970,BrkFace,Fa,Y,1092,1,1,3,1,TA,6,0,1,0,1,2007,WD,Normal,75000
917,20,C (all),Pave,Reg,1Fam,2,1949,1950,None,TA,N,480,0,0,1,1,TA,4,0,1,0,10,2006,WD,Abnorml,35311
918,20,RL,Pave,Reg,1Fam,4,1956,1956,None,Ex,Y,1229,1,0,3,1,TA,6,0,1,0,4,2009,WD,Normal,135000
919,60,RL,Pave,IR1,1Fam,7,1991,1991,None,Ex,Y,2127,2,1,4,1,Gd,8,1,3,0,11,2007,WD,Normal,238000
920,20,RL,Pave,IR1,1Fam,6,1958,2002,None,Ex,Y,1414,1,0,3,1,TA,6,1,2,0,5,2008,WD,Normal,176500
921,60,RL,Pave,IR1,1Fam,6,1994,1994,BrkFace,Ex,Y,1721,2,1,3,1,Gd,7,0,2,0,7,2007,WD,Normal,201000
922,90,RL,Pave,Reg,Duplex,5,1900,2003,None,Gd,Y,2200,2,2,4,2,TA,9,0,0,0,9,2008,WD,Normal,145900
923,20,RL,Pave,Reg,1Fam,6,2005,2006,None,Ex,Y,1316,2,0,3,1,Gd,6,1,2,0,10,2006,New,Partial,169990
924,120,RL,Pave,Reg,TwnhsE,6,1993,1994,None,Ex,Y,1617,2,0,2,1,Gd,5,1,2,0,7,2008,WD,Normal,193000
925,20,RL,Pave,Reg,1Fam,6,1980,1980,BrkFace,TA,Y,1686,2,0,3,1,TA,7,1,2,0,5,2006,WD,Normal,207500
926,20,RL,Pave,IR1,1Fam,5,1977,1977,None,TA,Y,1126,2,0,3,1,Ex,6,0,2,0,3,2008,WD,Abnorml,175000
927,60,RL,Pave,Reg,1Fam,8,2003,2004,BrkFace,Ex,Y,2374,2,1,4,1,Ex,10,1,3,0,5,2007,WD,Normal,285000
928,60,RL,Pave,Reg,1Fam,7,1968,1968,BrkFace,Gd,Y,1978,2,1,4,1,TA,9,1,2,0,4,2008,WD,Normal,176000
929,20,RL,Pave,Reg,1Fam,8,2001,2001,None,Ex,Y,1788,2,0,3,1,Ex,7,1,2,0,6,2009,WD,Normal,236500
930,60,RL,Pave,IR1,1Fam,7,1997,1997,BrkFace,Gd,Y,2236,2,1,4,1,Gd,8,1,2,0,11,2006,WD,Normal,222000
931,20,RL,Pave,IR1,1Fam,8,2007,2007,None,Ex,Y,1466,2,0,3,1,Gd,7,0,3,0,7,2009,WD,Normal,201000
932,20,RL,Pave,Reg,1Fam,5,1965,1965,None,Ex,Y,925,1,0,2,1,TA,5,0,1,0,7,2009,WD,Normal,117500
933,20,RL,Pave,IR1,1Fam,9,2006,2006,Stone,Ex,Y,1905,2,0,3,1,Ex,8,1,3,0,3,2007,WD,Normal,320000
934,20,RL,Pave,Reg,1Fam,7,2004,2004,BrkFace,Ex,Y,1500,2,0,3,1,Gd,6,0,2,0,8,2009,WD,Normal,190000
935,20,RL,Pave,IR2,1Fam,7,1960,2007,None,Ex,Y,2069,2,0,4,1,Gd,9,1,2,0,11,2008,WD,Normal,242000
936,30,RL,Pave,IR1,1Fam,4,1926,1953,BrkFace,Gd,Y,747,1,0,1,1,TA,5,0,2,0,6,2006,WD,Normal,79900
937,20,RL,Pave,Reg,1Fam,7,2003,2003,NA,Ex,Y,1200,2,0,2,1,Gd,5,0,2,0,8,2009,WD,Normal,184900
938,60,RL,Pave,Reg,1Fam,7,2005,2005,None,Ex,Y,1971,2,1,3,1,Gd,8,1,2,0,2,2009,WD,Normal,253000
939,60,RL,Pave,Reg,1Fam,7,2006,2006,None,Ex,Y,1962,2,1,3,1,Gd,7,0,3,0,8,2006,New,Partial,239799
940,70,RL,Pave,Reg,1Fam,7,1940,1950,None,Ex,Y,2403,2,0,4,1,TA,10,2,1,0,6,2010,COD,Normal,244400
941,90,RL,Pave,IR1,Duplex,6,1976,1976,None,TA,Y,1728,2,0,4,2,TA,8,0,2,0,7,2006,WD,Normal,150900
942,60,RL,Pave,IR1,1Fam,7,1999,1999,BrkFace,Ex,Y,2060,2,1,3,1,Gd,8,1,2,0,6,2009,WD,Normal,214000
943,90,RL,Pave,IR1,Duplex,4,1977,1977,None,TA,Y,1440,2,0,4,2,TA,8,0,0,0,8,2007,Oth,Abnorml,150000
944,90,RL,Pave,Reg,Duplex,5,1967,1967,None,TA,Y,1632,2,0,4,2,TA,8,0,2,0,6,2007,WD,Normal,143000
945,20,RL,Pave,IR1,1Fam,6,1958,1958,BrkFace,Gd,Y,1344,1,0,3,1,Gd,7,1,2,0,1,2009,COD,Abnorml,137500
946,50,RM,Pave,Reg,1Fam,5,1890,1996,None,TA,Y,1869,1,0,2,1,TA,7,0,2,0,9,2009,WD,Normal,124900
947,80,RL,Pave,Reg,1Fam,5,1959,1959,BrkFace,TA,Y,1144,1,0,3,1,TA,6,1,1,0,3,2006,WD,Normal,143000
948,20,RL,Pave,Reg,1Fam,8,2002,2003,BrkFace,Ex,Y,1629,2,0,3,1,Gd,9,1,3,0,11,2007,WD,Normal,270000
949,60,RL,Pave,IR1,1Fam,7,2002,2002,BrkFace,Ex,Y,1776,2,1,3,1,Gd,7,1,2,0,2,2006,WD,Normal,192500
950,20,RL,Pave,Reg,1Fam,6,1972,2006,None,TA,Y,1381,1,1,3,1,Gd,5,1,2,0,3,2010,WD,Normal,197500
951,20,RL,Pave,Reg,1Fam,5,1950,2002,None,Gd,Y,864,1,0,3,1,Gd,5,0,2,0,7,2007,WD,Normal,129000
952,20,RH,Pave,Reg,1Fam,5,1965,1965,None,Gd,Y,965,1,0,3,1,TA,6,0,1,0,7,2006,WD,Abnorml,119900
953,85,RL,Pave,Reg,1Fam,5,1972,2003,None,Gd,Y,768,1,0,2,1,TA,5,0,1,0,4,2009,WD,Normal,133900
954,60,RL,Pave,IR1,1Fam,5,1969,1969,BrkFace,Ex,Y,1968,2,1,4,1,TA,7,1,2,400,9,2008,WD,Normal,172000
955,90,RL,Pave,IR1,Duplex,6,1975,1975,BrkFace,TA,Y,980,2,0,4,0,TA,4,0,0,0,10,2006,WD,AdjLand,127500
956,90,RH,Pave,IR1,Duplex,6,1946,1950,BrkFace,TA,N,1958,2,0,4,2,TA,8,0,2,0,8,2007,WD,Normal,145000
957,160,RM,Pave,Reg,TwnhsE,6,1980,1980,None,TA,Y,1229,1,1,2,1,TA,5,1,2,0,5,2009,WD,Normal,124000
958,20,RL,Pave,Reg,1Fam,5,1962,1962,None,TA,Y,1057,1,0,3,1,TA,6,0,2,0,4,2007,WD,Normal,132000
959,20,RL,Pave,Reg,1Fam,7,2003,2003,None,Ex,Y,1337,2,0,3,1,Gd,6,0,2,0,10,2007,WD,Normal,185000
960,160,FV,Pave,Reg,Twnhs,7,1999,1999,None,Ex,Y,1416,2,1,3,1,Gd,6,0,2,0,5,2010,WD,Normal,155000
961,20,RL,Pave,IR1,1Fam,5,1958,2008,None,Gd,Y,858,1,0,2,1,TA,4,0,0,0,2,2010,WD,Normal,116500
962,60,RL,Pave,IR1,1Fam,6,1977,1995,BrkFace,TA,Y,2872,2,1,4,1,TA,11,1,2,0,7,2008,WD,Normal,272000
963,160,RL,Pave,Reg,TwnhsE,6,1976,1976,None,TA,Y,1548,2,1,3,1,Gd,7,1,2,0,7,2007,WD,Normal,155000
964,20,RL,Pave,IR1,1Fam,9,2007,2007,None,Ex,Y,1800,2,0,2,1,Ex,7,0,2,0,5,2009,WD,Normal,239000
965,60,RL,Pave,Reg,1Fam,7,2002,2003,BrkFace,Ex,Y,1894,2,1,4,1,Gd,8,1,2,0,2,2010,WD,Normal,214900
966,60,RL,Pave,Reg,1Fam,6,2005,2007,None,Ex,Y,1484,2,1,3,1,Gd,8,1,2,0,7,2007,New,Partial,178900
967,50,RL,Pave,IR1,1Fam,5,1940,1950,None,Ex,Y,1308,1,1,2,1,TA,7,2,1,0,6,2009,WD,Normal,160000
968,20,RL,Pave,IR1,1Fam,5,1955,1955,BrkFace,TA,Y,1098,1,0,3,1,TA,6,0,1,0,7,2008,WD,Normal,135000
969,50,RM,Pave,Reg,1Fam,3,1910,1950,None,Fa,N,968,1,0,2,1,TA,6,0,0,0,5,2009,WD,Abnorml,37900
970,190,RL,Pave,Reg,2fmCon,6,1958,1958,BrkFace,TA,Y,1095,1,0,2,1,TA,6,0,1,0,3,2006,ConLD,Normal,140000
971,50,RL,Pave,Reg,1Fam,4,1949,1950,None,TA,N,1192,1,1,4,1,TA,6,0,0,0,12,2006,WD,Abnorml,135000
972,160,RL,Pave,Reg,Twnhs,7,2003,2004,Stone,Ex,Y,1626,2,0,2,1,Gd,6,0,2,0,7,2009,WD,Normal,173000
973,120,RL,Pave,Reg,TwnhsE,6,1979,1979,None,TA,Y,918,2,0,2,1,TA,5,1,1,0,4,2010,WD,Normal,99500
974,20,FV,Pave,Reg,1Fam,7,2007,2008,NA,Ex,Y,1428,2,0,3,1,Gd,6,0,2,0,12,2008,New,Partial,182000
975,70,RL,Pave,IR1,1Fam,7,1910,1993,None,TA,N,2019,1,0,3,1,Gd,8,0,2,0,10,2009,WD,Normal,167500
976,160,FV,Pave,Reg,Twnhs,7,2000,2000,None,Ex,Y,1382,2,1,3,1,Gd,6,0,2,0,4,2006,WD,Normal,165000
977,30,RL,Pave,IR1,1Fam,4,1923,1958,None,TA,Y,869,1,0,2,1,Fa,4,0,0,0,8,2006,WD,Normal,85500
978,120,FV,Pave,IR1,TwnhsE,7,2006,2007,NA,Ex,Y,1241,1,1,1,1,Gd,4,0,2,0,11,2007,New,Partial,199900
979,20,RL,Pave,Reg,1Fam,4,1954,1954,None,Ex,Y,894,1,0,3,1,TA,5,0,2,0,5,2007,WD,Abnorml,110000
980,20,RL,Pave,Reg,1Fam,5,1963,1963,None,TA,Y,1121,1,0,3,1,TA,5,0,2,0,6,2009,WD,Normal,139000
981,85,RL,Pave,IR1,1Fam,7,1961,2007,Stone,Gd,Y,999,1,0,3,1,Ex,6,0,2,0,7,2008,WD,Normal,178400
982,60,RL,Pave,IR1,1Fam,8,1998,1999,BrkFace,Ex,Y,2612,2,1,4,1,Gd,8,1,3,0,7,2009,WD,Normal,336000
983,20,RL,Pave,Reg,1Fam,7,2007,2007,BrkFace,Ex,Y,1266,2,0,2,1,Gd,6,1,2,0,3,2008,WD,Normal,159895
984,60,RL,Pave,Reg,1Fam,8,2002,2002,None,Ex,Y,2290,2,1,4,1,Gd,9,1,2,0,5,2008,WD,Normal,255900
985,90,RL,Pave,Reg,Duplex,5,1977,1977,None,TA,Y,1734,2,0,4,2,Gd,8,0,2,0,8,2009,COD,Normal,126000
986,190,RL,Pave,Reg,2fmCon,5,1950,1950,None,TA,N,1164,1,0,3,1,TA,5,0,1,0,8,2008,ConLD,Normal,125000
987,50,RM,Pave,Reg,1Fam,6,1910,2003,None,Gd,Y,1635,1,0,2,1,Gd,5,0,1,0,6,2006,WD,Normal,117000
988,20,RL,Pave,IR1,1Fam,9,2009,2010,Stone,Ex,Y,1940,2,1,3,1,Ex,8,1,3,0,4,2010,New,Partial,395192
989,60,RL,Pave,IR1,1Fam,6,1976,1976,BrkFace,TA,Y,2030,2,1,4,1,Gd,8,1,2,0,6,2007,WD,Normal,195000
990,60,FV,Pave,Reg,1Fam,7,2006,2006,None,Ex,Y,1576,2,1,3,1,Gd,6,0,2,0,8,2006,New,Partial,197000
991,60,RL,Pave,Reg,1Fam,8,1997,1998,BrkFace,Ex,Y,2392,2,1,3,1,Gd,7,1,3,0,6,2006,WD,Normal,348000
992,70,RM,Pave,Reg,1Fam,8,1882,1986,None,Gd,Y,1742,1,1,4,1,Gd,8,1,2,0,11,2009,WD,Normal,168000
993,60,RL,Pave,Reg,1Fam,6,1964,1993,BrkFace,Gd,Y,1851,2,1,3,1,Gd,7,1,2,0,7,2007,WD,Normal,187000
994,60,RL,Pave,Reg,1Fam,6,2005,2006,None,Ex,Y,1500,2,1,3,1,Gd,6,0,2,0,8,2006,New,Partial,173900
995,20,RL,Pave,Reg,1Fam,10,2006,2007,Stone,Ex,Y,1718,2,0,3,1,Ex,7,1,3,0,7,2009,WD,Normal,337500
996,50,RL,Pave,IR1,1Fam,4,1946,1950,None,TA,Y,1230,1,1,3,1,TA,5,0,1,0,8,2006,WD,Abnorml,121600
997,20,RL,Pave,IR1,1Fam,5,1961,1961,None,TA,Y,1050,1,0,3,1,TA,6,0,1,0,1,2006,COD,Normal,136500
998,20,RL,Pave,IR1,1Fam,6,1970,1970,BrkFace,TA,Y,1442,2,0,2,1,TA,6,1,2,0,2,2009,WD,Normal,185000
999,30,RM,Pave,Reg,1Fam,3,1922,1950,None,Fa,N,1077,1,0,3,1,TA,6,1,1,0,5,2006,WD,Normal,91000
1000,20,RL,Pave,Reg,1Fam,7,2006,2006,Stone,Ex,Y,1208,2,0,2,1,Gd,6,0,2,0,2,2010,WD,Normal,206000
1001,20,RL,Pave,Reg,1Fam,3,1952,1952,None,Fa,N,944,1,0,2,1,Fa,4,0,2,0,7,2009,WD,Normal,82000
1002,30,RL,Pave,Reg,1Fam,5,1920,1950,None,Ex,Y,691,1,0,2,1,Ex,4,0,1,0,1,2007,WD,Abnorml,86000
1003,20,RL,Pave,IR1,1Fam,8,2006,2006,BrkFace,Ex,Y,1574,2,0,3,1,Gd,7,1,3,0,7,2008,WD,Normal,232000
1004,90,RL,Pave,IR1,Duplex,5,1976,1976,BrkFace,Fa,Y,1680,2,0,4,2,TA,8,0,2,0,6,2007,WD,Normal,136905
1005,120,RL,Pave,Reg,TwnhsE,7,2005,2006,BrkFace,Ex,Y,1504,2,0,1,1,Gd,7,1,2,0,5,2009,WD,Normal,181000
1006,80,RL,Pave,Reg,1Fam,5,1977,1977,BrkFace,TA,Y,985,2,0,3,1,TA,6,0,1,0,11,2008,WD,Normal,149900
1007,20,RL,Pave,IR3,1Fam,6,1970,1970,None,Gd,Y,1657,2,0,3,1,TA,7,1,2,0,3,2007,WD,Normal,163500
1008,160,RM,Pave,Reg,TwnhsE,4,1970,1970,None,TA,Y,1092,1,1,3,1,TA,6,0,1,0,8,2009,WD,Normal,88000
1009,20,RL,Pave,IR1,1Fam,7,2004,2005,Stone,Ex,Y,1710,2,0,3,1,Gd,7,1,2,0,4,2009,WD,Normal,240000
1010,50,RL,Pave,Reg,1Fam,5,1926,1950,None,Ex,Y,1522,2,0,4,1,TA,7,0,0,0,6,2006,WD,Normal,102000
1011,50,RL,Pave,Reg,1Fam,5,1948,1950,None,TA,Y,1271,2,0,4,1,TA,7,1,1,0,8,2008,WD,Normal,135000
1012,90,RL,Pave,Reg,Duplex,5,1965,1965,None,TA,N,1664,2,0,4,2,TA,8,0,0,0,5,2010,WD,Normal,100000
1013,70,RL,Pave,Reg,1Fam,6,1923,1996,None,TA,Y,1502,1,1,3,1,Gd,7,2,1,0,8,2007,WD,Normal,165000
1014,30,RM,Pave,Reg,1Fam,5,1910,2006,None,TA,N,1022,1,0,2,1,TA,4,0,1,0,6,2009,WD,Normal,85000
1015,20,RL,Pave,Reg,1Fam,6,1948,1950,BrkFace,TA,Y,1082,1,0,2,1,TA,5,1,1,0,11,2007,WD,Normal,119200
1016,60,RL,Pave,Reg,1Fam,8,2001,2001,None,Ex,Y,1665,2,1,3,1,Gd,6,0,2,0,11,2009,WD,Normal,227000
1017,20,RL,Pave,Reg,1Fam,7,1996,1996,BrkFace,Ex,Y,1504,2,0,3,1,Gd,6,1,2,0,6,2009,WD,Normal,203000
1018,120,RL,Pave,IR1,TwnhsE,8,1984,1984,None,Gd,Y,1360,1,0,1,1,Gd,4,1,2,0,8,2009,COD,Abnorml,187500
1019,80,RL,Pave,IR1,1Fam,7,1991,1992,BrkFace,Gd,Y,1472,2,1,3,1,Gd,7,1,2,0,5,2007,WD,Normal,160000
1020,120,RL,Pave,Reg,TwnhsE,7,2005,2005,BrkFace,Ex,Y,1506,2,0,2,1,Gd,6,1,2,0,4,2006,WD,Normal,213490
1021,20,RL,Pave,Reg,1Fam,4,2005,2005,None,Ex,Y,1132,1,1,2,1,Gd,5,0,2,0,6,2008,WD,Normal,176000
1022,20,RL,Pave,Reg,1Fam,7,2006,2006,Stone,Ex,Y,1220,2,0,2,1,Gd,6,0,2,0,7,2006,New,Partial,194000
1023,50,RM,Pave,Reg,1Fam,5,1930,1950,None,Gd,Y,1248,1,0,2,1,TA,6,0,1,0,3,2007,WD,Normal,87000
1024,120,RL,Pave,Reg,TwnhsE,7,2005,2006,BrkFace,Ex,Y,1504,2,0,2,1,Gd,7,1,2,0,5,2008,WD,Normal,191000
1025,20,RL,Pave,IR1,1Fam,8,1976,1976,None,TA,Y,2898,2,0,2,1,Gd,10,1,2,0,5,2008,COD,Abnorml,287000
1026,20,RL,Pave,Reg,1Fam,5,1972,1972,None,TA,Y,882,1,0,3,1,TA,5,0,2,0,3,2007,WD,Normal,112500
1027,20,RL,Pave,Reg,1Fam,5,1960,1960,BrkFace,TA,Y,1264,1,0,3,1,TA,6,2,2,0,4,2010,WD,Normal,167500
1028,20,RL,Pave,IR1,1Fam,8,2007,2008,Stone,Ex,Y,1646,2,0,3,1,Gd,7,1,3,0,4,2008,New,Partial,293077
1029,50,RL,Pave,Reg,1Fam,5,1941,1950,None,TA,Y,1376,1,0,3,1,TA,6,1,1,0,4,2007,WD,Normal,105000
1030,160,RM,Pave,Reg,Twnhs,6,1972,1972,BrkFace,Gd,Y,1218,1,1,3,1,TA,7,0,1,0,5,2006,WD,Normal,118000
1031,190,RH,Pave,Reg,2fmCon,5,1916,1995,None,Gd,Y,1928,2,0,5,2,TA,10,0,0,0,7,2006,WD,Normal,160000
1032,75,RL,Pave,Reg,1Fam,7,1920,1970,None,Ex,Y,3082,2,1,5,1,TA,12,2,2,0,8,2009,WD,Normal,197000
1033,60,RL,Pave,IR1,1Fam,8,1993,1993,None,Ex,Y,2520,2,1,5,1,Gd,10,1,3,0,11,2006,WD,Abnorml,310000
1034,20,RL,Pave,Reg,1Fam,7,2002,2002,Stone,Ex,Y,1654,2,0,3,1,Gd,6,0,3,0,2,2006,WD,Normal,230000
1035,30,RL,Pave,Reg,1Fam,5,1938,1950,None,Ex,Y,954,1,0,2,1,Fa,5,1,1,0,6,2007,WD,Normal,119750
1036,20,RL,Pave,IR1,1Fam,4,1957,1957,None,Ex,N,845,1,0,3,1,TA,5,0,1,0,1,2009,WD,Normal,84000
1037,20,RL,Pave,IR1,1Fam,9,2007,2008,Stone,Ex,Y,1620,2,0,2,1,Ex,6,1,3,0,9,2009,WD,Normal,315500
1038,60,RL,Pave,Reg,1Fam,8,2001,2002,BrkFace,Ex,Y,2263,2,1,3,1,Gd,7,1,2,0,9,2008,WD,Normal,287000
1039,160,RM,Pave,Reg,Twnhs,4,1970,2008,None,TA,Y,1344,1,1,3,1,TA,6,1,0,0,5,2009,WD,Normal,97000
1040,180,RM,Pave,Reg,TwnhsE,4,1970,1970,None,TA,Y,630,1,0,1,1,TA,3,0,1,0,4,2009,WD,Normal,80000
1041,20,RL,Pave,Reg,1Fam,5,1957,2000,BrkCmn,Ex,Y,1803,2,0,3,1,TA,8,1,2,0,1,2006,WD,Normal,155000
1042,60,RL,Pave,Reg,1Fam,6,1966,2000,BrkFace,Gd,Y,1632,1,1,4,1,Gd,7,0,2,0,7,2008,WD,Normal,173000
1043,120,RL,Pave,IR1,Twnhs,6,2005,2005,Stone,Ex,Y,1306,2,0,1,1,Gd,5,1,2,0,8,2009,WD,Normal,196000
1044,60,RL,Pave,Reg,1Fam,7,1990,1990,BrkFace,Ex,Y,2329,2,1,4,1,Gd,10,1,2,0,5,2008,WD,Normal,262280
1045,20,RL,Pave,Reg,1Fam,8,1981,1981,None,TA,Y,2524,2,1,4,1,Gd,9,1,2,0,7,2009,WD,Normal,278000
1046,20,RL,Pave,IR1,1Fam,3,1955,1955,None,Ex,Y,1733,2,0,4,1,TA,8,1,2,0,6,2009,WD,Normal,139600
1047,60,RL,Pave,IR1,1Fam,9,2005,2006,Stone,Ex,Y,2868,3,1,4,1,Ex,11,1,3,0,7,2006,New,Partial,556581
1048,20,RL,Pave,IR2,1Fam,5,1994,1995,None,Ex,Y,990,1,0,3,1,TA,5,0,2,0,2,2008,WD,Normal,145000
1049,20,RL,Pave,Reg,1Fam,5,1960,2006,BrkFace,TA,Y,1771,1,0,3,1,TA,9,1,2,0,11,2009,WD,Normal,115000
1050,20,RL,Pave,Reg,1Fam,4,1946,2006,None,Ex,Y,930,1,0,2,1,Gd,6,0,1,0,4,2010,WD,Abnorml,84900
1051,20,RL,Pave,IR1,1Fam,7,2007,2007,None,Ex,Y,1302,2,0,3,1,Gd,6,0,2,0,8,2007,New,Partial,176485
1052,20,RL,Pave,IR1,1Fam,7,2007,2007,None,Ex,Y,1316,2,0,3,1,Gd,6,1,2,0,10,2007,New,Partial,200141
1053,60,RL,Pave,Reg,1Fam,6,1964,1978,BrkCmn,TA,Y,1977,1,1,4,1,TA,9,1,2,0,6,2007,WD,Normal,165000
1054,20,RL,Pave,Reg,1Fam,5,1957,2002,Stone,Ex,Y,1526,1,0,4,1,TA,7,1,1,0,5,2010,WD,Normal,144500
1055,60,RL,Pave,Reg,1Fam,8,2002,2002,BrkFace,Ex,Y,1989,2,1,3,1,Gd,7,1,2,0,11,2006,WD,Normal,255000
1056,20,RL,Pave,Reg,1Fam,6,1976,1976,BrkFace,TA,Y,1523,2,0,3,1,TA,7,1,2,0,5,2008,COD,Abnorml,180000
1057,120,RL,Pave,IR1,TwnhsE,7,2005,2005,Stone,Ex,Y,1364,2,0,2,1,Gd,6,1,2,0,6,2006,WD,Normal,185850
1058,60,RL,Pave,IR2,1Fam,7,1994,1994,None,Ex,Y,1850,2,1,3,1,Gd,7,1,2,0,1,2009,WD,Normal,248000
1059,60,RL,Pave,IR1,1Fam,9,2008,2008,Stone,Ex,Y,2184,2,1,3,1,Ex,10,1,3,0,7,2009,WD,Normal,335000
1060,50,RL,Pave,IR1,1Fam,6,1932,1950,BrkFace,TA,Y,1991,1,1,3,1,TA,7,1,2,0,3,2007,WD,Normal,220000
1061,120,RL,Pave,Reg,TwnhsE,8,2001,2001,None,Ex,Y,1338,2,0,2,1,Gd,6,0,2,0,4,2010,WD,Normal,213500
1062,30,C (all),Grvl,Reg,1Fam,3,1935,1950,None,TA,Y,894,1,0,2,1,TA,6,0,3,560,8,2008,ConLD,Normal,81000
1063,190,RM,Pave,Reg,2fmCon,5,1900,1950,None,TA,N,2337,2,0,5,2,TA,10,0,2,0,9,2007,WD,Normal,90000
1064,30,RM,Pave,Reg,1Fam,6,1925,1980,None,Gd,Y,1103,1,0,2,1,Gd,5,1,2,0,7,2006,WD,Normal,110500
1065,20,RL,Pave,IR1,1Fam,5,1966,1966,BrkFace,Ex,Y,1154,1,1,3,1,TA,6,1,2,0,11,2009,WD,Normal,154000
1066,60,RL,Pave,Reg,1Fam,7,1996,1997,None,Ex,Y,2260,2,1,3,1,Gd,7,0,2,0,4,2010,WD,Normal,328000
1067,60,RL,Pave,IR1,1Fam,6,1993,1994,None,Gd,Y,1571,2,1,3,1,TA,7,1,2,0,5,2009,WD,Normal,178000
1068,60,RL,Pave,Reg,1Fam,6,1964,1964,BrkFace,TA,Y,1611,1,1,4,1,TA,7,0,2,0,6,2008,WD,Normal,167900
1069,160,RM,Pave,Reg,TwnhsE,6,1973,1973,None,Gd,Y,2521,2,1,5,1,TA,10,1,2,0,6,2006,WD,Normal,151400
1070,45,RL,Pave,Reg,1Fam,5,1949,2003,None,TA,Y,893,1,0,2,1,Gd,4,0,2,0,5,2007,WD,Normal,135000
1071,20,RL,Pave,Reg,1Fam,5,1956,1956,BrkFace,TA,Y,1048,1,0,3,1,TA,6,0,1,0,6,2007,WD,Normal,135000
1072,60,RL,Pave,Reg,1Fam,6,1968,1968,None,Ex,Y,1556,1,1,4,1,TA,8,0,2,0,5,2009,WD,Normal,154000
1073,50,RL,Pave,Reg,1Fam,5,1948,1950,None,Fa,Y,1456,1,0,4,1,TA,7,1,1,0,8,2006,WD,Normal,91500
1074,60,RL,Pave,IR1,1Fam,6,1977,1977,BrkFace,TA,Y,1426,1,1,3,1,TA,6,0,2,0,7,2009,WD,Normal,159500
1075,20,RL,Pave,Reg,1Fam,7,2006,2006,None,Ex,Y,1240,2,0,2,1,Gd,5,0,3,0,5,2007,WD,Normal,194000
1076,70,RL,Pave,Reg,1Fam,7,1940,1984,None,TA,Y,1740,1,1,3,1,TA,6,2,1,0,7,2007,CWD,Normal,219500
1077,50,RL,Pave,Reg,1Fam,5,1936,1989,None,Gd,Y,1466,2,0,3,1,Gd,7,1,2,500,4,2006,WD,Normal,170000
1078,20,RL,Pave,IR1,1Fam,5,1969,1969,None,Ex,Y,1096,1,0,3,1,TA,6,0,1,0,3,2006,WD,Abnorml,138800
1079,120,RM,Pave,Reg,TwnhsE,6,2004,2004,BrkFace,Ex,Y,848,1,0,1,1,Gd,3,1,2,0,5,2006,WD,Normal,155900
1080,20,RL,Pave,Reg,1Fam,5,1994,1994,None,Gd,Y,990,1,0,3,1,TA,5,0,1,0,4,2007,WD,Normal,126000
1081,20,RL,Pave,Reg,1Fam,6,1971,2004,BrkFace,Ex,Y,1258,2,0,3,1,Gd,5,0,2,0,10,2008,COD,Abnorml,145000
1082,20,RL,Pave,Reg,1Fam,5,1963,1963,None,Fa,Y,1040,1,1,3,1,TA,5,0,1,0,6,2010,WD,Normal,133000
1083,20,RL,Pave,Reg,1Fam,7,2002,2002,BrkFace,Ex,Y,1459,2,0,3,1,Gd,6,1,2,0,9,2007,WD,Normal,192000
1084,20,RL,Pave,Reg,1Fam,6,1964,1964,BrkFace,TA,Y,1251,1,0,3,1,TA,6,2,1,700,3,2006,WD,Normal,160000
1085,60,RL,Pave,IR2,1Fam,6,1995,1996,None,Gd,Y,1498,2,1,3,1,TA,6,1,2,0,7,2006,WD,Normal,187500
1086,85,RL,Pave,Reg,1Fam,6,1992,1992,None,Ex,Y,996,1,0,2,1,Gd,5,0,2,0,4,2010,WD,Normal,147000
1087,160,RM,Pave,Reg,TwnhsE,4,1973,1973,None,TA,Y,1092,1,1,3,1,TA,6,0,1,0,5,2010,WD,Normal,83500
1088,60,FV,Pave,Reg,1Fam,8,2005,2006,None,Ex,Y,1953,2,1,3,1,Gd,9,1,3,0,5,2009,WD,Normal,252000
1089,160,RM,Pave,Reg,Twnhs,7,2004,2004,Stone,Ex,Y,1709,2,0,3,1,Gd,7,0,2,0,4,2006,WD,Normal,137500
